freq, ADC_open, voltage_open
2434, 85, 0.06642
2435, 84, 0.06642
2436, 85, 0.06720
2437, 86, 0.06720
2438, 85, 0.06642
2439, 86, 0.06720
2440, 85, 0.06720
2441, 85, 0.06720
2442, 86, 0.06720
2443, 86, 0.06720
2444, 86, 0.06720
2445, 85, 0.06642
2446, 85, 0.06720
2447, 85, 0.06642
2448, 85, 0.06642
2449, 86, 0.06642
2450, 86, 0.06642
2451, 85, 0.06642
2452, 86, 0.06642
2453, 86, 0.06564
2454, 84, 0.06642
2455, 86, 0.06642
2456, 86, 0.06564
2457, 85, 0.0672
